rank	ai_name	cost	valid	r	path
1	hasi666	918547704	1	40	/home/ubuntu/icfpc2018/out/hasi666/FA051.nbt.gz
2	hasi23	971307924	1	40	/home/ubuntu/icfpc2018/out/hasi23/FA051.nbt.gz
3	hasi21	1478048680	1	40	/home/ubuntu/icfpc2018/out/hasi21/FA051.nbt.gz
4	hasi22	1481313496	1	40	/home/ubuntu/icfpc2018/out/hasi22/FA051.nbt.gz
5	shioshiota19	7640129686	1	40	/home/ubuntu/icfpc2018/out/shioshiota19/FA051.nbt.gz
6	johniel9	12120033174	1	40	/home/ubuntu/icfpc2018/out/johniel9/FA051.nbt.gz
7	shioshiota16	12171875916	1	40	/home/ubuntu/icfpc2018/out/shioshiota16/FA051.nbt.gz
8	johniel8	12183396364	1	40	/home/ubuntu/icfpc2018/out/johniel8/FA051.nbt.gz
9	hasi10	13657541652	1	40	/home/ubuntu/icfpc2018/out/hasi10/FA051.nbt.gz
10	default	39001826084	1	40	/home/ubuntu/icfpc2018/out/default/FA051.nbt.gz
