rank	ai_name	cost	valid	r	path
1	hasi20	41881054	1	50	/home/ubuntu/icfpc2018/out/hasi20/FD059.nbt.gz
2	hasi21	41881054	1	50	/home/ubuntu/icfpc2018/out/hasi21/FD059.nbt.gz
3	shioshiota19	44881504	1	50	/home/ubuntu/icfpc2018/out/shioshiota19/FD059.nbt.gz
4	hasi17	54145942	1	50	/home/ubuntu/icfpc2018/out/hasi17/FD059.nbt.gz
5	hasi16	114521784	1	50	/home/ubuntu/icfpc2018/out/hasi16/FD059.nbt.gz
6	shioshiota18	375810226	1	50	/home/ubuntu/icfpc2018/out/shioshiota18/FD059.nbt.gz
7	shioshiota14	380769154	1	50	/home/ubuntu/icfpc2018/out/shioshiota14/FD059.nbt.gz
8	hasi12	380769154	1	50	/home/ubuntu/icfpc2018/out/hasi12/FD059.nbt.gz
9	shioshiota13	380769154	1	50	/home/ubuntu/icfpc2018/out/shioshiota13/FD059.nbt.gz
10	hasi13	380769154	1	50	/home/ubuntu/icfpc2018/out/hasi13/FD059.nbt.gz
11	shioshiota12	380769154	1	50	/home/ubuntu/icfpc2018/out/shioshiota12/FD059.nbt.gz
12	hasi19	423812062	1	50	/home/ubuntu/icfpc2018/out/hasi19/FD059.nbt.gz
13	shioshiota16	441144996	1	50	/home/ubuntu/icfpc2018/out/shioshiota16/FD059.nbt.gz
14	hasi15	489897144	1	50	/home/ubuntu/icfpc2018/out/hasi15/FD059.nbt.gz
15	hasi11	152319789808	1	50	/home/ubuntu/icfpc2018/out/hasi11/FD059.nbt.gz
16	hasi10	152360289808	1	50	/home/ubuntu/icfpc2018/out/hasi10/FD059.nbt.gz
17	default	345298778424	1	50	/home/ubuntu/icfpc2018/out/default/FD059.nbt.gz
