rank	ai_name	cost	valid	r	path
1	hasi17	232432218	1	70	/home/ubuntu/icfpc2018/out/hasi17/FD080.nbt.gz
2	hasi16	418682180	1	70	/home/ubuntu/icfpc2018/out/hasi16/FD080.nbt.gz
3	hasi20	669531698	1	70	/home/ubuntu/icfpc2018/out/hasi20/FD080.nbt.gz
4	shioshiota18	1735233317	1	70	/home/ubuntu/icfpc2018/out/shioshiota18/FD080.nbt.gz
5	hasi19	1899876221	1	70	/home/ubuntu/icfpc2018/out/hasi19/FD080.nbt.gz
6	shioshiota14	1989971491	1	70	/home/ubuntu/icfpc2018/out/shioshiota14/FD080.nbt.gz
7	hasi13	1989971491	1	70	/home/ubuntu/icfpc2018/out/hasi13/FD080.nbt.gz
8	shioshiota12	1989971491	1	70	/home/ubuntu/icfpc2018/out/shioshiota12/FD080.nbt.gz
9	hasi15	2050676660	1	70	/home/ubuntu/icfpc2018/out/hasi15/FD080.nbt.gz
10	hasi12	2082584371	1	70	/home/ubuntu/icfpc2018/out/hasi12/FD080.nbt.gz
11	shioshiota13	2082584371	1	70	/home/ubuntu/icfpc2018/out/shioshiota13/FD080.nbt.gz
12	shioshiota16	2176221453	1	70	/home/ubuntu/icfpc2018/out/shioshiota16/FD080.nbt.gz
13	hasi11	335890850620	1	70	/home/ubuntu/icfpc2018/out/hasi11/FD080.nbt.gz
14	hasi10	336001982620	1	70	/home/ubuntu/icfpc2018/out/hasi10/FD080.nbt.gz
15	default	864476881212	1	70	/home/ubuntu/icfpc2018/out/default/FD080.nbt.gz
