rank	ai_name	cost	valid	r	path
1	hasi20	1505572	1	30	/home/ubuntu/icfpc2018/out/hasi20/FD021.nbt.gz
2	hasi21	1505572	1	30	/home/ubuntu/icfpc2018/out/hasi21/FD021.nbt.gz
3	hasi17	1508104	1	30	/home/ubuntu/icfpc2018/out/hasi17/FD021.nbt.gz
4	shioshiota19	2154022	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FD021.nbt.gz
5	shioshiota18	5312812	1	30	/home/ubuntu/icfpc2018/out/shioshiota18/FD021.nbt.gz
6	hasi19	5312812	1	30	/home/ubuntu/icfpc2018/out/hasi19/FD021.nbt.gz
7	shioshiota14	5315344	1	30	/home/ubuntu/icfpc2018/out/shioshiota14/FD021.nbt.gz
8	hasi12	5315344	1	30	/home/ubuntu/icfpc2018/out/hasi12/FD021.nbt.gz
9	shioshiota13	5315344	1	30	/home/ubuntu/icfpc2018/out/shioshiota13/FD021.nbt.gz
10	hasi13	5315344	1	30	/home/ubuntu/icfpc2018/out/hasi13/FD021.nbt.gz
11	shioshiota12	6125504	1	30	/home/ubuntu/icfpc2018/out/shioshiota12/FD021.nbt.gz
12	hasi16	11309786	1	30	/home/ubuntu/icfpc2018/out/hasi16/FD021.nbt.gz
13	shioshiota16	15117026	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FD021.nbt.gz
14	hasi15	15117026	1	30	/home/ubuntu/icfpc2018/out/hasi15/FD021.nbt.gz
15	hasi11	21477578644	1	30	/home/ubuntu/icfpc2018/out/hasi11/FD021.nbt.gz
16	hasi10	21483410644	1	30	/home/ubuntu/icfpc2018/out/hasi10/FD021.nbt.gz
17	default	28105317404	1	30	/home/ubuntu/icfpc2018/out/default/FD021.nbt.gz
