rank	ai_name	cost	valid	r	path
1	hasi666	97305032940	1	70	/home/ubuntu/icfpc2018/out/hasi666/FA079.nbt.gz
2	shioshiota19	139222510546	1	70	/home/ubuntu/icfpc2018/out/shioshiota19/FA079.nbt.gz
3	johniel9	182795493102	1	70	/home/ubuntu/icfpc2018/out/johniel9/FA079.nbt.gz
4	shioshiota16	183639282710	1	70	/home/ubuntu/icfpc2018/out/shioshiota16/FA079.nbt.gz
5	johniel8	183649572742	1	70	/home/ubuntu/icfpc2018/out/johniel8/FA079.nbt.gz
6	hasi23	234400978296	1	70	/home/ubuntu/icfpc2018/out/hasi23/FA079.nbt.gz
7	hasi21	361777001900	1	70	/home/ubuntu/icfpc2018/out/hasi21/FA079.nbt.gz
8	hasi22	371520649944	1	70	/home/ubuntu/icfpc2018/out/hasi22/FA079.nbt.gz
9	hasi10	430711728284	1	70	/home/ubuntu/icfpc2018/out/hasi10/FA079.nbt.gz
10	default	1184857139060	1	70	/home/ubuntu/icfpc2018/out/default/FA079.nbt.gz
