rank	ai_name	cost	valid	r	path
1	hasi20	5027344252	1	90	/home/ubuntu/icfpc2018/out/hasi20/FD106.nbt.gz
2	hasi21	5027344252	1	90	/home/ubuntu/icfpc2018/out/hasi21/FD106.nbt.gz
3	shioshiota19	5044840702	1	90	/home/ubuntu/icfpc2018/out/shioshiota19/FD106.nbt.gz
4	hasi19	6078014927	1	90	/home/ubuntu/icfpc2018/out/hasi19/FD106.nbt.gz
5	shioshiota18	6624775268	1	90	/home/ubuntu/icfpc2018/out/shioshiota18/FD106.nbt.gz
6	shioshiota14	6625011758	1	90	/home/ubuntu/icfpc2018/out/shioshiota14/FD106.nbt.gz
7	shioshiota16	7064599840	1	90	/home/ubuntu/icfpc2018/out/shioshiota16/FD106.nbt.gz
8	hasi15	8486168586	1	90	/home/ubuntu/icfpc2018/out/hasi15/FD106.nbt.gz
9	hasi11	5915884048244	1	90	/home/ubuntu/icfpc2018/out/hasi11/FD106.nbt.gz
10	default	15362096660364	1	90	/home/ubuntu/icfpc2018/out/default/FD106.nbt.gz
