rank	ai_name	cost	valid	r	path
1	shioshiota14	5465344	1	30	/home/ubuntu/icfpc2018/out/shioshiota14/FD032.nbt.gz
2	hasi12	5465344	1	30	/home/ubuntu/icfpc2018/out/hasi12/FD032.nbt.gz
3	shioshiota13	5465344	1	30	/home/ubuntu/icfpc2018/out/shioshiota13/FD032.nbt.gz
4	hasi13	5465344	1	30	/home/ubuntu/icfpc2018/out/hasi13/FD032.nbt.gz
5	shioshiota12	6275504	1	30	/home/ubuntu/icfpc2018/out/shioshiota12/FD032.nbt.gz
6	shioshiota16	15267026	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FD032.nbt.gz
7	hasi15	15267026	1	30	/home/ubuntu/icfpc2018/out/hasi15/FD032.nbt.gz
8	hasi11	5040589296	1	30	/home/ubuntu/icfpc2018/out/hasi11/FD032.nbt.gz
9	hasi10	5044963296	1	30	/home/ubuntu/icfpc2018/out/hasi10/FD032.nbt.gz
10	default	19391240728	1	30	/home/ubuntu/icfpc2018/out/default/FD032.nbt.gz
