rank	ai_name	cost	valid	r	path
1	shioshiota14	13241997520	1	50	/home/ubuntu/icfpc2018/out/shioshiota14/FR050.nbt.gz
2	shioshiota16	110611659928	1	50	/home/ubuntu/icfpc2018/out/shioshiota16/FR050.nbt.gz
