rank	ai_name	cost	valid	r	path
1	hasi666	326194453692	1	80	/home/ubuntu/icfpc2018/out/hasi666/FA096.nbt.gz
2	hasi23	406671372308	1	80	/home/ubuntu/icfpc2018/out/hasi23/FA096.nbt.gz
3	hasi21	682507088768	1	80	/home/ubuntu/icfpc2018/out/hasi21/FA096.nbt.gz
4	hasi22	710577582496	1	80	/home/ubuntu/icfpc2018/out/hasi22/FA096.nbt.gz
5	shioshiota19	1599221090550	1	80	/home/ubuntu/icfpc2018/out/shioshiota19/FA096.nbt.gz
6	johniel9	1608790367750	1	80	/home/ubuntu/icfpc2018/out/johniel9/FA096.nbt.gz
7	shioshiota16	1608851807930	1	80	/home/ubuntu/icfpc2018/out/shioshiota16/FA096.nbt.gz
8	johniel8	1608851807930	1	80	/home/ubuntu/icfpc2018/out/johniel8/FA096.nbt.gz
9	hasi10	2158317533032	1	80	/home/ubuntu/icfpc2018/out/hasi10/FA096.nbt.gz
10	default	6432688784096	1	80	/home/ubuntu/icfpc2018/out/default/FA096.nbt.gz
