rank	ai_name	cost	valid	r	path
1	shioshiota14	88699634673	1	70	/home/ubuntu/icfpc2018/out/shioshiota14/FR063.nbt.gz
2	hasi23	107318488192	1	70	/home/ubuntu/icfpc2018/out/hasi23/FR063.nbt.gz
3	hasi21	168199845224	1	70	/home/ubuntu/icfpc2018/out/hasi21/FR063.nbt.gz
4	shioshiota19	218486271588	1	70	/home/ubuntu/icfpc2018/out/shioshiota19/FR063.nbt.gz
5	shioshiota18	244048399433	1	70	/home/ubuntu/icfpc2018/out/shioshiota18/FR063.nbt.gz
6	shioshiota16	244312464645	1	70	/home/ubuntu/icfpc2018/out/shioshiota16/FR063.nbt.gz
