rank	ai_name	cost	valid	r	path
1	shioshiota19	114631301484	1	80	/home/ubuntu/icfpc2018/out/shioshiota19/FA093.nbt.gz
2	hasi666	139328185044	1	80	/home/ubuntu/icfpc2018/out/hasi666/FA093.nbt.gz
3	hasi23	150510249044	1	80	/home/ubuntu/icfpc2018/out/hasi23/FA093.nbt.gz
4	johniel9	155539532336	1	80	/home/ubuntu/icfpc2018/out/johniel9/FA093.nbt.gz
5	shioshiota16	155554892340	1	80	/home/ubuntu/icfpc2018/out/shioshiota16/FA093.nbt.gz
6	johniel8	155554892340	1	80	/home/ubuntu/icfpc2018/out/johniel8/FA093.nbt.gz
7	hasi22	222793037840	1	80	/home/ubuntu/icfpc2018/out/hasi22/FA093.nbt.gz
8	hasi21	225613129096	1	80	/home/ubuntu/icfpc2018/out/hasi21/FA093.nbt.gz
9	hasi10	440098577588	1	80	/home/ubuntu/icfpc2018/out/hasi10/FA093.nbt.gz
10	default	2203167968968	1	80	/home/ubuntu/icfpc2018/out/default/FA093.nbt.gz
