rank	ai_name	cost	valid	r	path
1	hasi20	7470247	1	40	/home/ubuntu/icfpc2018/out/hasi20/FD052.nbt.gz
2	hasi17	9834015	1	40	/home/ubuntu/icfpc2018/out/hasi17/FD052.nbt.gz
3	hasi16	36906777	1	40	/home/ubuntu/icfpc2018/out/hasi16/FD052.nbt.gz
4	hasi19	42414487	1	40	/home/ubuntu/icfpc2018/out/hasi19/FD052.nbt.gz
5	shioshiota18	42799391	1	40	/home/ubuntu/icfpc2018/out/shioshiota18/FD052.nbt.gz
6	shioshiota14	52075707	1	40	/home/ubuntu/icfpc2018/out/shioshiota14/FD052.nbt.gz
7	hasi12	52075707	1	40	/home/ubuntu/icfpc2018/out/hasi12/FD052.nbt.gz
8	shioshiota13	52075707	1	40	/home/ubuntu/icfpc2018/out/shioshiota13/FD052.nbt.gz
9	hasi13	52075707	1	40	/home/ubuntu/icfpc2018/out/hasi13/FD052.nbt.gz
10	shioshiota12	52075707	1	40	/home/ubuntu/icfpc2018/out/shioshiota12/FD052.nbt.gz
11	hasi15	78763137	1	40	/home/ubuntu/icfpc2018/out/hasi15/FD052.nbt.gz
12	shioshiota16	79148469	1	40	/home/ubuntu/icfpc2018/out/shioshiota16/FD052.nbt.gz
13	hasi11	43538479008	1	40	/home/ubuntu/icfpc2018/out/hasi11/FD052.nbt.gz
14	hasi10	43554031008	1	40	/home/ubuntu/icfpc2018/out/hasi10/FD052.nbt.gz
15	default	77745762668	1	40	/home/ubuntu/icfpc2018/out/default/FD052.nbt.gz
