rank	ai_name	cost	valid	r	path
1	hasi666	55020894188	1	60	/home/ubuntu/icfpc2018/out/hasi666/FA064.nbt.gz
2	shioshiota19	75600159482	1	60	/home/ubuntu/icfpc2018/out/shioshiota19/FA064.nbt.gz
3	johniel9	76375810194	1	60	/home/ubuntu/icfpc2018/out/johniel9/FA064.nbt.gz
4	shioshiota16	77769033958	1	60	/home/ubuntu/icfpc2018/out/shioshiota16/FA064.nbt.gz
5	johniel8	77879195174	1	60	/home/ubuntu/icfpc2018/out/johniel8/FA064.nbt.gz
6	hasi23	107990437736	1	60	/home/ubuntu/icfpc2018/out/hasi23/FA064.nbt.gz
7	hasi21	165118895948	1	60	/home/ubuntu/icfpc2018/out/hasi21/FA064.nbt.gz
8	hasi10	167004559128	1	60	/home/ubuntu/icfpc2018/out/hasi10/FA064.nbt.gz
9	hasi22	170451976160	1	60	/home/ubuntu/icfpc2018/out/hasi22/FA064.nbt.gz
10	default	591860713620	1	60	/home/ubuntu/icfpc2018/out/default/FA064.nbt.gz
