rank	ai_name	cost	valid	r	path
1	hasi23	16208948269180	1	200	/home/ubuntu/icfpc2018/out/hasi23/FR113.nbt.gz
2	hasi21	25780370879924	1	200	/home/ubuntu/icfpc2018/out/hasi21/FR113.nbt.gz
3	shioshiota19	65311229383418	1	200	/home/ubuntu/icfpc2018/out/shioshiota19/FR113.nbt.gz
