rank	ai_name	cost	valid	r	path
1	hasi666	16620568132	1	60	/home/ubuntu/icfpc2018/out/hasi666/FA069.nbt.gz
2	hasi23	25485897972	1	60	/home/ubuntu/icfpc2018/out/hasi23/FA069.nbt.gz
3	hasi21	40109716588	1	60	/home/ubuntu/icfpc2018/out/hasi21/FA069.nbt.gz
4	hasi22	40110364712	1	60	/home/ubuntu/icfpc2018/out/hasi22/FA069.nbt.gz
5	shioshiota19	170378172724	1	60	/home/ubuntu/icfpc2018/out/shioshiota19/FA069.nbt.gz
6	johniel9	170939987052	1	60	/home/ubuntu/icfpc2018/out/johniel9/FA069.nbt.gz
7	shioshiota16	173901402758	1	60	/home/ubuntu/icfpc2018/out/shioshiota16/FA069.nbt.gz
8	johniel8	174108764950	1	60	/home/ubuntu/icfpc2018/out/johniel8/FA069.nbt.gz
9	hasi10	379912333312	1	60	/home/ubuntu/icfpc2018/out/hasi10/FA069.nbt.gz
10	default	821655417104	1	60	/home/ubuntu/icfpc2018/out/default/FA069.nbt.gz
