rank	ai_name	cost	valid	r	path
1	hasi20	1194705084	1	120	/home/ubuntu/icfpc2018/out/hasi20/FD149.nbt.gz
2	hasi17	1501712411	1	120	/home/ubuntu/icfpc2018/out/hasi17/FD149.nbt.gz
3	shioshiota18	8025615627	1	120	/home/ubuntu/icfpc2018/out/shioshiota18/FD149.nbt.gz
4	hasi19	8689169179	1	120	/home/ubuntu/icfpc2018/out/hasi19/FD149.nbt.gz
5	shioshiota14	10345615079	1	120	/home/ubuntu/icfpc2018/out/shioshiota14/FD149.nbt.gz
6	hasi13	10345615079	1	120	/home/ubuntu/icfpc2018/out/hasi13/FD149.nbt.gz
7	shioshiota16	11594960361	1	120	/home/ubuntu/icfpc2018/out/shioshiota16/FD149.nbt.gz
8	hasi15	12372562293	1	120	/home/ubuntu/icfpc2018/out/hasi15/FD149.nbt.gz
9	hasi11	16924393407504	1	120	/home/ubuntu/icfpc2018/out/hasi11/FD149.nbt.gz
10	hasi10	16925466495504	1	120	/home/ubuntu/icfpc2018/out/hasi10/FD149.nbt.gz
11	default	39770066371280	1	120	/home/ubuntu/icfpc2018/out/default/FD149.nbt.gz
