rank	ai_name	cost	valid	r	path
1	shioshiota18	3606899258	1	100	/home/ubuntu/icfpc2018/out/shioshiota18/FD130.nbt.gz
2	hasi19	5076917322	1	100	/home/ubuntu/icfpc2018/out/hasi19/FD130.nbt.gz
3	shioshiota14	5639567919	1	100	/home/ubuntu/icfpc2018/out/shioshiota14/FD130.nbt.gz
4	hasi13	5639567919	1	100	/home/ubuntu/icfpc2018/out/hasi13/FD130.nbt.gz
5	shioshiota12	5639567919	1	100	/home/ubuntu/icfpc2018/out/shioshiota12/FD130.nbt.gz
6	hasi15	5696556025	1	100	/home/ubuntu/icfpc2018/out/hasi15/FD130.nbt.gz
7	shioshiota16	6302569081	1	100	/home/ubuntu/icfpc2018/out/shioshiota16/FD130.nbt.gz
8	hasi12	6599580719	1	100	/home/ubuntu/icfpc2018/out/hasi12/FD130.nbt.gz
9	shioshiota13	6599580719	1	100	/home/ubuntu/icfpc2018/out/shioshiota13/FD130.nbt.gz
10	hasi11	2875702605052	1	100	/home/ubuntu/icfpc2018/out/hasi11/FD130.nbt.gz
11	hasi10	2876107605052	1	100	/home/ubuntu/icfpc2018/out/hasi10/FD130.nbt.gz
12	default	14766526193436	1	100	/home/ubuntu/icfpc2018/out/default/FD130.nbt.gz
