rank	ai_name	cost	valid	r	path
1	hasi17	2615926908	1	130	/home/ubuntu/icfpc2018/out/hasi17/FD158.nbt.gz
2	shioshiota14	16806335685	1	130	/home/ubuntu/icfpc2018/out/shioshiota14/FD158.nbt.gz
3	hasi13	16806335685	1	130	/home/ubuntu/icfpc2018/out/hasi13/FD158.nbt.gz
4	shioshiota12	16806335685	1	130	/home/ubuntu/icfpc2018/out/shioshiota12/FD158.nbt.gz
5	shioshiota16	18526588047	1	130	/home/ubuntu/icfpc2018/out/shioshiota16/FD158.nbt.gz
6	hasi15	21611190990	1	130	/home/ubuntu/icfpc2018/out/hasi15/FD158.nbt.gz
7	hasi12	21749621685	1	130	/home/ubuntu/icfpc2018/out/hasi12/FD158.nbt.gz
8	shioshiota13	21749621685	1	130	/home/ubuntu/icfpc2018/out/shioshiota13/FD158.nbt.gz
9	hasi11	12200030202684	1	130	/home/ubuntu/icfpc2018/out/hasi11/FD158.nbt.gz
10	default	39171722209580	1	130	/home/ubuntu/icfpc2018/out/default/FD158.nbt.gz
