rank	ai_name	cost	valid	r	path
1	hasi20	28525962	1	40	/home/ubuntu/icfpc2018/out/hasi20/FD049.nbt.gz
2	shioshiota18	59146410	1	40	/home/ubuntu/icfpc2018/out/shioshiota18/FD049.nbt.gz
3	hasi19	59146410	1	40	/home/ubuntu/icfpc2018/out/hasi19/FD049.nbt.gz
4	shioshiota14	84748914	1	40	/home/ubuntu/icfpc2018/out/shioshiota14/FD049.nbt.gz
5	hasi12	84748914	1	40	/home/ubuntu/icfpc2018/out/hasi12/FD049.nbt.gz
6	shioshiota13	84748914	1	40	/home/ubuntu/icfpc2018/out/shioshiota13/FD049.nbt.gz
7	hasi13	84748914	1	40	/home/ubuntu/icfpc2018/out/hasi13/FD049.nbt.gz
8	shioshiota12	84748914	1	40	/home/ubuntu/icfpc2018/out/shioshiota12/FD049.nbt.gz
9	shioshiota16	111821676	1	40	/home/ubuntu/icfpc2018/out/shioshiota16/FD049.nbt.gz
10	hasi15	174804315	1	40	/home/ubuntu/icfpc2018/out/hasi15/FD049.nbt.gz
11	hasi11	36350138080	1	40	/home/ubuntu/icfpc2018/out/hasi11/FD049.nbt.gz
12	hasi10	36367418080	1	40	/home/ubuntu/icfpc2018/out/hasi10/FD049.nbt.gz
13	default	92138274740	1	40	/home/ubuntu/icfpc2018/out/default/FD049.nbt.gz
