rank	ai_name	cost	valid	r	path
1	hasi17	1662889	1	30	/home/ubuntu/icfpc2018/out/hasi17/FD037.nbt.gz
2	shioshiota18	5467599	1	30	/home/ubuntu/icfpc2018/out/shioshiota18/FD037.nbt.gz
3	shioshiota14	5470129	1	30	/home/ubuntu/icfpc2018/out/shioshiota14/FD037.nbt.gz
4	hasi12	5470129	1	30	/home/ubuntu/icfpc2018/out/hasi12/FD037.nbt.gz
5	shioshiota13	5470129	1	30	/home/ubuntu/icfpc2018/out/shioshiota13/FD037.nbt.gz
6	hasi13	5470129	1	30	/home/ubuntu/icfpc2018/out/hasi13/FD037.nbt.gz
7	shioshiota12	6280289	1	30	/home/ubuntu/icfpc2018/out/shioshiota12/FD037.nbt.gz
8	hasi16	11464571	1	30	/home/ubuntu/icfpc2018/out/hasi16/FD037.nbt.gz
9	shioshiota16	15271811	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FD037.nbt.gz
10	hasi15	15271811	1	30	/home/ubuntu/icfpc2018/out/hasi15/FD037.nbt.gz
11	hasi11	4145420588	1	30	/home/ubuntu/icfpc2018/out/hasi11/FD037.nbt.gz
12	hasi10	4149065588	1	30	/home/ubuntu/icfpc2018/out/hasi10/FD037.nbt.gz
13	default	19746844852	1	30	/home/ubuntu/icfpc2018/out/default/FD037.nbt.gz
