rank	ai_name	cost	valid	r	path
1	shioshiota18	13776566604	1	160	/home/ubuntu/icfpc2018/out/shioshiota18/FD171.nbt.gz
2	shioshiota14	41091409444	1	160	/home/ubuntu/icfpc2018/out/shioshiota14/FD171.nbt.gz
3	hasi13	41091409444	1	160	/home/ubuntu/icfpc2018/out/hasi13/FD171.nbt.gz
4	shioshiota12	41091409444	1	160	/home/ubuntu/icfpc2018/out/shioshiota12/FD171.nbt.gz
5	hasi15	44642631498	1	160	/home/ubuntu/icfpc2018/out/hasi15/FD171.nbt.gz
6	shioshiota16	44790099006	1	160	/home/ubuntu/icfpc2018/out/shioshiota16/FD171.nbt.gz
7	hasi12	58786210084	1	160	/home/ubuntu/icfpc2018/out/hasi12/FD171.nbt.gz
8	shioshiota13	58786210084	1	160	/home/ubuntu/icfpc2018/out/shioshiota13/FD171.nbt.gz
9	hasi11	10760517014116	1	160	/home/ubuntu/icfpc2018/out/hasi11/FD171.nbt.gz
10	hasi10	10763945366116	1	160	/home/ubuntu/icfpc2018/out/hasi10/FD171.nbt.gz
11	default	56817780080864	1	160	/home/ubuntu/icfpc2018/out/default/FD171.nbt.gz
