rank	ai_name	cost	valid	r	path
1	hasi17	1577584	1	30	/home/ubuntu/icfpc2018/out/hasi17/FD022.nbt.gz
2	shioshiota18	5382292	1	30	/home/ubuntu/icfpc2018/out/shioshiota18/FD022.nbt.gz
3	hasi19	5382292	1	30	/home/ubuntu/icfpc2018/out/hasi19/FD022.nbt.gz
4	shioshiota14	5384824	1	30	/home/ubuntu/icfpc2018/out/shioshiota14/FD022.nbt.gz
5	hasi12	5384824	1	30	/home/ubuntu/icfpc2018/out/hasi12/FD022.nbt.gz
6	shioshiota13	5384824	1	30	/home/ubuntu/icfpc2018/out/shioshiota13/FD022.nbt.gz
7	hasi13	5384824	1	30	/home/ubuntu/icfpc2018/out/hasi13/FD022.nbt.gz
8	shioshiota12	6194984	1	30	/home/ubuntu/icfpc2018/out/shioshiota12/FD022.nbt.gz
9	hasi16	11379266	1	30	/home/ubuntu/icfpc2018/out/hasi16/FD022.nbt.gz
10	shioshiota16	15186506	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FD022.nbt.gz
11	hasi15	15186506	1	30	/home/ubuntu/icfpc2018/out/hasi15/FD022.nbt.gz
12	hasi11	14099972068	1	30	/home/ubuntu/icfpc2018/out/hasi11/FD022.nbt.gz
13	hasi10	14105804068	1	30	/home/ubuntu/icfpc2018/out/hasi10/FD022.nbt.gz
14	default	24353360348	1	30	/home/ubuntu/icfpc2018/out/default/FD022.nbt.gz
