rank	ai_name	cost	valid	r	path
1	hasi20	183537210501	1	200	/home/ubuntu/icfpc2018/out/hasi20/FD181.nbt.gz
2	hasi23	183537210501	1	200	/home/ubuntu/icfpc2018/out/hasi23/FD181.nbt.gz
3	hasi21	183537210501	1	200	/home/ubuntu/icfpc2018/out/hasi21/FD181.nbt.gz
4	shioshiota19	183729210951	1	200	/home/ubuntu/icfpc2018/out/shioshiota19/FD181.nbt.gz
5	shioshiota18	196868194940	1	200	/home/ubuntu/icfpc2018/out/shioshiota18/FD181.nbt.gz
6	shioshiota14	198333307680	1	200	/home/ubuntu/icfpc2018/out/shioshiota14/FD181.nbt.gz
7	hasi13	198333307680	1	200	/home/ubuntu/icfpc2018/out/hasi13/FD181.nbt.gz
8	shioshiota12	198333307680	1	200	/home/ubuntu/icfpc2018/out/shioshiota12/FD181.nbt.gz
9	hasi19	200228190085	1	200	/home/ubuntu/icfpc2018/out/hasi19/FD181.nbt.gz
10	shioshiota16	206997309522	1	200	/home/ubuntu/icfpc2018/out/shioshiota16/FD181.nbt.gz
11	hasi15	210117304059	1	200	/home/ubuntu/icfpc2018/out/hasi15/FD181.nbt.gz
12	hasi12	257133464480	1	200	/home/ubuntu/icfpc2018/out/hasi12/FD181.nbt.gz
13	hasi11	161353643462716	1	200	/home/ubuntu/icfpc2018/out/hasi11/FD181.nbt.gz
14	hasi10	161363579462716	1	200	/home/ubuntu/icfpc2018/out/hasi10/FD181.nbt.gz
