rank	ai_name	cost	valid	r	path
1	shioshiota19	11936634	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FA029.nbt.gz
2	johniel5	41211118	1	30	/home/ubuntu/icfpc2018/out/johniel5/FA029.nbt.gz
3	shioshiota16	117722534	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FA029.nbt.gz
4	johniel9	118532674	1	30	/home/ubuntu/icfpc2018/out/johniel9/FA029.nbt.gz
5	johniel8	125823302	1	30	/home/ubuntu/icfpc2018/out/johniel8/FA029.nbt.gz
6	johniel4	410976158	1	30	/home/ubuntu/icfpc2018/out/johniel4/FA029.nbt.gz
7	hasi23	863100268	1	30	/home/ubuntu/icfpc2018/out/hasi23/FA029.nbt.gz
8	hasi21	1371557884	1	30	/home/ubuntu/icfpc2018/out/hasi21/FA029.nbt.gz
9	hasi22	1375772436	1	30	/home/ubuntu/icfpc2018/out/hasi22/FA029.nbt.gz
10	hasi10	13198742884	1	30	/home/ubuntu/icfpc2018/out/hasi10/FA029.nbt.gz
11	default	24385955548	1	30	/home/ubuntu/icfpc2018/out/default/FA029.nbt.gz
