rank	ai_name	cost	valid	r	path
1	hasi23	280294288	1	30	/home/ubuntu/icfpc2018/out/hasi23/FA037.nbt.gz
2	shioshiota14	373388912	1	30	/home/ubuntu/icfpc2018/out/shioshiota14/FA037.nbt.gz
3	hasi11	373388912	1	30	/home/ubuntu/icfpc2018/out/hasi11/FA037.nbt.gz
4	hasi21	414624752	1	30	/home/ubuntu/icfpc2018/out/hasi21/FA037.nbt.gz
5	hasi22	415921376	1	30	/home/ubuntu/icfpc2018/out/hasi22/FA037.nbt.gz
6	shioshiota19	2451497476	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FA037.nbt.gz
7	johniel9	3022630132	1	30	/home/ubuntu/icfpc2018/out/johniel9/FA037.nbt.gz
8	shioshiota16	3126324546	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FA037.nbt.gz
9	hasi10	3923934924	1	30	/home/ubuntu/icfpc2018/out/hasi10/FA037.nbt.gz
10	johniel4	7819227386	1	30	/home/ubuntu/icfpc2018/out/johniel4/FA037.nbt.gz
11	default	19746902284	1	30	/home/ubuntu/icfpc2018/out/default/FA037.nbt.gz
