rank	ai_name	cost	valid	r	path
1	hasi666	43086481964	1	80	/home/ubuntu/icfpc2018/out/hasi666/FA089.nbt.gz
2	hasi23	78595822364	1	80	/home/ubuntu/icfpc2018/out/hasi23/FA089.nbt.gz
3	hasi21	129332097804	1	80	/home/ubuntu/icfpc2018/out/hasi21/FA089.nbt.gz
4	hasi22	129754511260	1	80	/home/ubuntu/icfpc2018/out/hasi22/FA089.nbt.gz
5	shioshiota19	476555778500	1	80	/home/ubuntu/icfpc2018/out/shioshiota19/FA089.nbt.gz
6	johniel9	517147495992	1	80	/home/ubuntu/icfpc2018/out/johniel9/FA089.nbt.gz
7	shioshiota16	517285736444	1	80	/home/ubuntu/icfpc2018/out/shioshiota16/FA089.nbt.gz
8	johniel8	517285736444	1	80	/home/ubuntu/icfpc2018/out/johniel8/FA089.nbt.gz
9	hasi10	1220172947348	1	80	/home/ubuntu/icfpc2018/out/hasi10/FA089.nbt.gz
10	default	1879916556088	1	80	/home/ubuntu/icfpc2018/out/default/FA089.nbt.gz
