rank	ai_name	cost	valid	r	path
1	hasi666	4790911196	1	50	/home/ubuntu/icfpc2018/out/hasi666/FR045.nbt.gz
2	hasi23	8409364148	1	50	/home/ubuntu/icfpc2018/out/hasi23/FR045.nbt.gz
3	shioshiota14	12552052317	1	50	/home/ubuntu/icfpc2018/out/shioshiota14/FR045.nbt.gz
4	hasi21	13069709528	1	50	/home/ubuntu/icfpc2018/out/hasi21/FR045.nbt.gz
5	shioshiota19	64819570698	1	50	/home/ubuntu/icfpc2018/out/shioshiota19/FR045.nbt.gz
6	shioshiota18	73218256762	1	50	/home/ubuntu/icfpc2018/out/shioshiota18/FR045.nbt.gz
7	shioshiota16	73223203153	1	50	/home/ubuntu/icfpc2018/out/shioshiota16/FR045.nbt.gz
8	default	489063607096	1	50	/home/ubuntu/icfpc2018/out/default/FR045.nbt.gz
