rank	ai_name	cost	valid	r	path
1	hasi23	483770488	1	30	/home/ubuntu/icfpc2018/out/hasi23/FA033.nbt.gz
2	hasi21	730635796	1	30	/home/ubuntu/icfpc2018/out/hasi21/FA033.nbt.gz
3	hasi22	730635856	1	30	/home/ubuntu/icfpc2018/out/hasi22/FA033.nbt.gz
4	shioshiota19	3624159410	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FA033.nbt.gz
5	johniel9	3692602618	1	30	/home/ubuntu/icfpc2018/out/johniel9/FA033.nbt.gz
6	shioshiota16	3820601058	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FA033.nbt.gz
7	johniel8	3868395522	1	30	/home/ubuntu/icfpc2018/out/johniel8/FA033.nbt.gz
8	hasi10	6909694784	1	30	/home/ubuntu/icfpc2018/out/hasi10/FA033.nbt.gz
9	johniel4	9680042058	1	30	/home/ubuntu/icfpc2018/out/johniel4/FA033.nbt.gz
10	default	21242221356	1	30	/home/ubuntu/icfpc2018/out/default/FA033.nbt.gz
