rank	ai_name	cost	valid	r	path
1	hasi666	335392124	1	30	/home/ubuntu/icfpc2018/out/hasi666/FA023.nbt.gz
2	shioshiota19	505578470	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FA023.nbt.gz
3	hasi23	1016739676	1	30	/home/ubuntu/icfpc2018/out/hasi23/FA023.nbt.gz
4	johniel5	1470802166	1	30	/home/ubuntu/icfpc2018/out/johniel5/FA023.nbt.gz
5	hasi21	1619017344	1	30	/home/ubuntu/icfpc2018/out/hasi21/FA023.nbt.gz
6	hasi22	1622745468	1	30	/home/ubuntu/icfpc2018/out/hasi22/FA023.nbt.gz
7	johniel9	5049597510	1	30	/home/ubuntu/icfpc2018/out/johniel9/FA023.nbt.gz
8	shioshiota16	5380122502	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FA023.nbt.gz
9	johniel4	14691379206	1	30	/home/ubuntu/icfpc2018/out/johniel4/FA023.nbt.gz
10	hasi10	15559973708	1	30	/home/ubuntu/icfpc2018/out/hasi10/FA023.nbt.gz
11	default	26223100004	1	30	/home/ubuntu/icfpc2018/out/default/FA023.nbt.gz
