rank	ai_name	cost	valid	r	path
1	hasi20	1607444527	1	100	/home/ubuntu/icfpc2018/out/hasi20/FD131.nbt.gz
2	hasi21	1607444527	1	100	/home/ubuntu/icfpc2018/out/hasi21/FD131.nbt.gz
3	shioshiota19	1631444977	1	100	/home/ubuntu/icfpc2018/out/shioshiota19/FD131.nbt.gz
4	hasi19	6571342870	1	100	/home/ubuntu/icfpc2018/out/hasi19/FD131.nbt.gz
5	hasi15	7136773924	1	100	/home/ubuntu/icfpc2018/out/hasi15/FD131.nbt.gz
6	shioshiota18	7561357586	1	100	/home/ubuntu/icfpc2018/out/shioshiota18/FD131.nbt.gz
7	shioshiota14	9599819562	1	100	/home/ubuntu/icfpc2018/out/shioshiota14/FD131.nbt.gz
8	hasi13	9599819562	1	100	/home/ubuntu/icfpc2018/out/hasi13/FD131.nbt.gz
9	shioshiota12	9599819562	1	100	/home/ubuntu/icfpc2018/out/shioshiota12/FD131.nbt.gz
10	shioshiota16	10262820724	1	100	/home/ubuntu/icfpc2018/out/shioshiota16/FD131.nbt.gz
11	hasi12	10559832362	1	100	/home/ubuntu/icfpc2018/out/hasi12/FD131.nbt.gz
12	shioshiota13	10559832362	1	100	/home/ubuntu/icfpc2018/out/shioshiota13/FD131.nbt.gz
13	hasi11	2030455127168	1	100	/home/ubuntu/icfpc2018/out/hasi11/FD131.nbt.gz
14	hasi10	2030887127168	1	100	/home/ubuntu/icfpc2018/out/hasi10/FD131.nbt.gz
15	default	15193366691812	1	100	/home/ubuntu/icfpc2018/out/default/FD131.nbt.gz
