rank	ai_name	cost	valid	r	path
1	hasi666	1277789568	1	30	/home/ubuntu/icfpc2018/out/hasi666/FA041.nbt.gz
2	hasi23	1327357240	1	30	/home/ubuntu/icfpc2018/out/hasi23/FA041.nbt.gz
3	hasi21	2037882120	1	30	/home/ubuntu/icfpc2018/out/hasi21/FA041.nbt.gz
4	hasi22	2038854696	1	30	/home/ubuntu/icfpc2018/out/hasi22/FA041.nbt.gz
5	shioshiota19	16915648892	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FA041.nbt.gz
6	johniel9	18728785068	1	30	/home/ubuntu/icfpc2018/out/johniel9/FA041.nbt.gz
7	shioshiota16	19086849748	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FA041.nbt.gz
8	hasi10	19141113820	1	30	/home/ubuntu/icfpc2018/out/hasi10/FA041.nbt.gz
9	johniel8	19146795364	1	30	/home/ubuntu/icfpc2018/out/johniel8/FA041.nbt.gz
10	default	25475470768	1	30	/home/ubuntu/icfpc2018/out/default/FA041.nbt.gz
11	johniel4	35040011412	1	30	/home/ubuntu/icfpc2018/out/johniel4/FA041.nbt.gz
