rank	ai_name	cost	valid	r	path
1	shioshiota18	7564163528	1	100	/home/ubuntu/icfpc2018/out/shioshiota18/FD126.nbt.gz
2	shioshiota14	7619376006	1	100	/home/ubuntu/icfpc2018/out/shioshiota14/FD126.nbt.gz
3	hasi13	7619376006	1	100	/home/ubuntu/icfpc2018/out/hasi13/FD126.nbt.gz
4	shioshiota12	7619376006	1	100	/home/ubuntu/icfpc2018/out/shioshiota12/FD126.nbt.gz
5	shioshiota16	8282377168	1	100	/home/ubuntu/icfpc2018/out/shioshiota16/FD126.nbt.gz
6	hasi12	8579388806	1	100	/home/ubuntu/icfpc2018/out/hasi12/FD126.nbt.gz
7	shioshiota13	8579388806	1	100	/home/ubuntu/icfpc2018/out/shioshiota13/FD126.nbt.gz
8	hasi15	9806392575	1	100	/home/ubuntu/icfpc2018/out/hasi15/FD126.nbt.gz
9	hasi11	3797705122320	1	100	/home/ubuntu/icfpc2018/out/hasi11/FD126.nbt.gz
10	default	9894762416916	1	100	/home/ubuntu/icfpc2018/out/default/FD126.nbt.gz
